N,P,K,ph,temperature,humidity,rainfall,N_P_ratio,N_K_ratio,P_K_ratio,soil_health_score,zinc_deficiency,iron_deficiency,boron_deficiency,multiple_deficiency,any_deficiency,temperature_stress,moisture_stress
23.0,45.0,21.0,8.985348,31.465113,51.799393,74.443306,0.5,1.0454545,2.0454545,0.369,1,0,0,1,1,0,0
29.0,57.0,20.0,5.877075,25.609734,50.733006,53.392494,0.5,1.3809524,2.7142856,0.489,0,0,0,0,0,0,0
31.0,35.0,23.0,7.707595,30.302605,47.182835,68.0404,0.8611111,1.2916666,1.4583334,0.456,1,0,0,0,1,0,0
0.0,55.0,25.0,4.5241714,28.174894,43.66723,45.781727,0.0,0.0,2.1153846,0.346,0,0,0,1,1,0,1
7.0,45.0,22.0,9.5,25.506346,44.830254,74.32635,0.1521739,0.3043478,1.9565217,0.307,1,0,0,1,1,0,0
17.0,58.0,25.0,6.4555926,31.128967,43.587887,32.76743,0.2881356,0.65384614,2.2307692,0.552,0,0,0,0,0,0,1
11.0,44.0,17.0,8.016211,26.340433,55.591602,35.105118,0.24444444,0.6111111,2.4444444,0.429,1,0,0,0,1,0,1
22.0,49.0,22.0,3.711059,28.234947,61.56205,72.666664,0.44,0.95652175,2.1304348,0.305,0,0,0,1,1,0,0
9.0,51.0,19.0,5.4909105,27.044535,49.326096,48.25208,0.17307693,0.45,2.55,0.43,0,0,0,1,1,0,1
28.0,48.0,15.0,9.254089,25.161253,55.254356,40.897327,0.5714286,1.75,3.0,0.345,1,0,0,1,1,0,1
26.0,50.0,19.0,6.005243,27.317913,51.669212,32.559196,0.50980395,1.3,2.5,0.556,0,0,0,0,0,0,1
36.0,56.0,20.0,7.437078,25.412376,49.66474,31.87417,0.6315789,1.7142857,2.6666667,0.57,1,0,0,0,1,0,1
8.0,60.0,18.0,3.8084292,31.2163,46.01868,53.12053,0.13114753,0.42105263,3.1578948,0.287,0,0,0,1,1,0,0
24.0,37.0,21.0,5.818219,30.574,58.226868,62.74804,0.6315789,1.0909091,1.6818181,0.46,0,0,0,0,0,0,0
22.0,43.0,24.0,4.5236354,25.42517,53.220825,46.193745,0.5,0.88,1.72,0.372,0,0,0,1,1,0,1
36.0,43.0,24.0,3.5104043,27.094006,43.653053,41.537495,0.8181818,1.44,1.72,0.325,0,0,0,1,1,0,1
22.0,44.0,24.0,6.0304475,24.309351,56.329384,58.99536,0.4888889,0.88,1.76,0.558,0,0,0,0,0,0,0
17.0,43.0,22.0,5.4983406,30.061426,45.900677,41.05509,0.38636363,0.73913044,1.8695652,0.444,0,0,0,1,1,0,1
8.0,45.0,15.0,4.611364,28.09569,60.98354,33.841106,0.17391305,0.5,2.8125,0.351,0,0,0,1,1,0,1
7.0,56.0,23.0,5.5452194,26.339088,40.009335,55.50429,0.12280702,0.29166666,2.3333333,0.437,0,0,0,0,0,0,0
36.0,57.0,16.0,8.292875,28.61409,57.14219,57.028915,0.62068963,2.1176472,3.3529413,0.436,1,0,0,0,1,0,0
11.0,45.0,19.0,3.8280315,28.70012,44.35965,44.116222,0.23913044,0.55,2.25,0.294,0,0,0,1,1,0,1
6.0,36.0,22.0,8.869533,24.216103,59.792362,42.247833,0.16216215,0.26086956,1.5652174,0.333,1,0,0,1,1,0,1
17.0,57.0,20.0,3.7935753,28.506779,45.200943,66.17615,0.29310346,0.8095238,2.7142856,0.3,0,0,0,1,1,0,0
4.0,47.0,20.0,4.193189,25.97949,64.95586,72.19246,0.083333336,0.1904762,2.2380953,0.317,0,0,0,1,1,0,0
9.0,49.0,16.0,7.661537,30.884827,41.36562,55.053806,0.18,0.5294118,2.8823528,0.455,1,0,0,0,1,0,0
25.0,51.0,24.0,9.392694,25.504242,61.66852,65.07982,0.48076922,1.0,2.04,0.341,1,0,0,1,1,0,0
36.0,44.0,21.0,4.5161543,25.12529,51.331894,38.48679,0.8,1.6363636,2.0,0.385,0,0,0,1,1,0,1
21.0,38.0,20.0,5.7942896,27.10508,63.567913,62.202797,0.53846157,1.0,1.8095238,0.459,0,0,0,0,0,0,0
37.0,57.0,20.0,7.354287,31.100624,44.82069,70.79935,0.63793105,1.7619047,2.7142856,0.571,1,0,0,0,1,0,0
32.0,48.0,18.0,5.9935136,26.457077,56.402264,64.161674,0.6530612,1.6842105,2.5263157,0.499,0,0,0,0,0,0,0
29.0,44.0,20.0,8.620108,30.041323,63.56223,31.831924,0.64444447,1.3809524,2.0952382,0.405,1,0,0,1,1,0,1
25.0,51.0,18.0,9.459494,27.777996,54.82131,50.284386,0.48076922,1.3157895,2.6842105,0.328,1,0,0,1,1,0,0
10.0,44.0,24.0,8.034412,30.992569,43.021515,58.27601,0.22222222,0.4,1.76,0.435,1,0,0,0,1,0,0
23.0,35.0,18.0,5.4144926,26.490833,47.36535,36.99363,0.6388889,1.2105263,1.8421053,0.409,0,0,0,1,1,0,1
9.0,60.0,23.0,6.2760043,31.96988,57.17377,64.2552,0.14754099,0.375,2.5,0.54,0,0,0,0,0,0,0
3.0,58.0,21.0,9.160692,25.361404,46.826527,55.605232,0.050847456,0.13636364,2.6363637,0.329,1,0,0,1,1,0,0
22.0,42.0,22.0,7.8876586,25.542492,56.966408,48.46797,0.5116279,0.95652175,1.826087,0.46,1,0,0,0,1,0,1
12.0,39.0,21.0,8.183845,28.99319,62.85948,70.471306,0.3,0.54545456,1.7727273,0.416,1,0,0,0,1,0,0
39.0,36.0,22.0,9.072011,29.343174,60.50321,34.033356,1.054054,1.6956521,1.5652174,0.358,1,0,0,1,1,0,1
32.0,41.0,16.0,7.702287,28.636189,61.394512,68.54878,0.7619048,1.882353,2.4117646,0.481,1,0,0,0,1,0,0
30.0,41.0,15.0,5.8850965,24.832066,44.17085,52.08109,0.71428573,1.875,2.5625,0.484,0,0,0,0,0,0,0
19.0,36.0,22.0,6.164963,25.44689,58.553635,57.048267,0.5135135,0.82608694,1.5652174,0.526,0,0,0,0,0,0,0
4.0,46.0,15.0,3.5047524,31.012749,62.403927,63.771923,0.08510638,0.25,2.875,0.274,0,0,0,1,1,0,0
21.0,39.0,20.0,7.3880076,27.061796,52.300316,60.745834,0.525,1.0,1.8571428,0.545,1,0,0,0,1,0,0
35.0,57.0,25.0,8.340398,27.095629,42.262062,71.127106,0.6034483,1.3461539,2.1923077,0.442,1,0,0,0,1,0,0
22.0,55.0,24.0,8.66078,28.568007,57.30636,64.53027,0.39285713,0.88,2.2,0.398,1,0,0,1,1,0,0
35.0,51.0,17.0,3.5588229,28.799292,49.842133,40.855347,0.6730769,1.9444444,2.8333333,0.315,0,0,0,1,1,0,1
17.0,56.0,17.0,5.956585,27.942938,45.413937,69.6629,0.2982456,0.9444444,3.1111112,0.476,0,0,0,0,0,0,0
28.0,57.0,17.0,9.416003,30.477577,61.582455,61.86634,0.4827586,1.5555556,3.1666667,0.334,1,0,0,1,1,0,0
22.0,36.0,16.0,8.184229,30.581394,50.77148,64.585594,0.5945946,1.2941177,2.1176472,0.403,1,0,0,0,1,0,0
11.0,41.0,19.0,5.131779,26.859114,41.81421,44.13827,0.26190478,0.55,2.05,0.403,0,0,0,1,1,0,1
38.0,38.0,18.0,6.2941303,26.310518,61.187492,35.73404,0.974359,2.0,2.0,0.558,0,0,0,0,0,0,1
23.0,37.0,24.0,7.9919024,28.778334,44.22526,33.958256,0.6052632,0.92,1.48,0.437,1,0,0,0,1,0,1
25.0,35.0,20.0,8.923096,28.902454,43.353657,71.900185,0.6944444,1.1904762,1.6666666,0.344,1,0,0,1,1,0,0
40.0,45.0,20.0,6.878498,29.376875,57.696228,38.343033,0.8695652,1.9047619,2.142857,0.575,0,0,0,0,0,0,1
23.0,58.0,19.0,5.2436347,24.170933,58.252045,59.189533,0.3898305,1.15,2.9,0.427,0,0,0,1,1,0,0
2.0,56.0,23.0,7.550091,26.65333,59.790234,36.918526,0.03508772,0.083333336,2.3333333,0.465,1,0,0,0,1,0,1
3.0,56.0,17.0,8.709291,28.199121,53.505676,52.135807,0.05263158,0.16666667,3.1111112,0.362,1,0,0,1,1,0,0
26.0,51.0,25.0,7.792508,28.764889,52.627415,55.21607,0.5,1.0,1.9615384,0.477,1,0,0,0,1,0,0
39.0,42.0,20.0,8.055909,29.34997,61.25354,40.828407,0.90697676,1.8571428,2.0,0.465,1,0,0,0,1,0,1
27.0,59.0,20.0,4.397699,28.009375,52.6095,36.01203,0.45,1.2857143,2.8095238,0.363,0,0,0,1,1,0,1
24.0,45.0,19.0,5.952385,26.858519,48.82464,34.742645,0.5217391,1.2,2.25,0.487,0,0,0,0,0,0,1
7.0,40.0,17.0,8.532079,31.212395,40.92605,53.7877,0.17073171,0.3888889,2.2222223,0.381,1,0,0,1,1,0,0
15.0,45.0,23.0,7.2241936,24.204226,61.43379,46.020397,0.32608697,0.625,1.875,0.548,1,0,0,0,1,0,1
26.0,52.0,23.0,4.9318905,29.988354,49.603848,52.929295,0.49056605,1.0833334,2.1666667,0.41,0,0,0,1,1,0,0
20.0,45.0,16.0,4.6262126,29.93965,54.618134,45.4367,0.4347826,1.1764706,2.6470587,0.368,0,0,0,1,1,0,1
34.0,54.0,24.0,5.026004,31.21193,41.559345,68.801414,0.6181818,1.36,2.16,0.429,0,0,0,1,1,0,0
19.0,51.0,25.0,3.525366,26.804745,48.239914,43.87802,0.3653846,0.7307692,1.9615384,0.305,0,0,0,1,1,0,1
29.0,41.0,21.0,8.869797,31.49398,62.849167,64.56808,0.6904762,1.3181819,1.8636364,0.386,1,0,0,1,1,0,0
20.0,50.0,22.0,9.406888,30.996946,46.426937,38.31598,0.39215687,0.8695652,2.173913,0.331,1,0,0,1,1,0,1
11.0,40.0,23.0,5.804286,29.61253,63.047493,50.197826,0.2682927,0.45833334,1.6666666,0.464,0,0,0,0,0,0,0
15.0,54.0,15.0,8.354959,29.976044,57.031845,44.86053,0.27272728,0.9375,3.375,0.404,1,0,0,0,1,0,1
35.0,55.0,22.0,8.63493,30.88883,52.62697,55.519325,0.625,1.5217391,2.3913043,0.414,1,0,0,1,1,0,0
9.0,59.0,25.0,7.699201,30.393213,60.162994,35.37493,0.15,0.34615386,2.2692308,0.463,1,0,0,0,1,0,1
40.0,45.0,18.0,5.261286,30.436838,55.20522,30.920141,0.8695652,2.1052632,2.368421,0.448,0,0,0,1,1,0,1
35.0,38.0,19.0,9.112772,25.326887,63.181805,32.711292,0.8974359,1.75,1.9,0.358,1,0,0,1,1,0,1
14.0,58.0,17.0,4.6057005,30.536842,59.96665,33.48919,0.23728813,0.7777778,3.2222223,0.36,0,0,0,1,1,0,1
40.0,55.0,18.0,7.115994,30.382578,40.592606,47.954063,0.71428573,2.1052632,2.8947368,0.572,1,0,0,0,1,0,1
18.0,36.0,23.0,7.2140784,24.018253,53.766235,35.034042,0.4864865,0.75,1.5,0.526,1,0,0,0,1,0,1
35.0,52.0,15.0,9.5,28.698412,61.147545,65.67592,0.6603774,2.1875,3.25,0.333,1,0,0,1,1,0,0
4.0,59.0,22.0,8.914075,29.337435,49.00323,42.440544,0.06666667,0.17391305,2.5652175,0.352,1,0,0,1,1,0,1
22.0,51.0,16.0,8.639586,27.965837,61.349003,70.10472,0.42307693,1.2941177,3.0,0.39,1,0,0,1,1,0,0
33.0,47.0,17.0,8.621514,24.86804,48.27532,63.918766,0.6875,1.8333334,2.6111112,0.407,1,0,0,1,1,0,0
2.0,51.0,17.0,5.8385086,25.876823,45.96342,38.532547,0.03846154,0.11111111,2.8333333,0.448,0,0,0,0,0,0,1
16.0,51.0,21.0,3.5320086,31.019636,49.976753,32.812965,0.30769232,0.72727275,2.3181818,0.296,0,0,0,1,1,0,1
19.0,55.0,20.0,7.1853013,27.433294,87.80508,54.733677,0.3392857,0.9047619,2.6190476,0.549,1,0,0,0,1,0,0
8.0,54.0,20.0,7.0342145,28.334044,80.77276,38.79764,0.14545454,0.3809524,2.5714285,0.535,1,0,0,0,1,0,1
36.0,55.0,20.0,6.6359687,27.014704,84.34263,55.296352,0.64285713,1.7142857,2.6190476,0.57,0,0,0,0,0,0,0
10.0,56.0,16.0,6.8281875,28.174326,81.04555,36.35721,0.1754386,0.5882353,3.2941177,0.532,0,0,0,0,0,0,1
22.0,56.0,17.0,6.89078,29.878881,87.327614,44.75216,0.3859649,1.2222222,3.1111112,0.549,0,0,0,0,0,0,1
9.0,57.0,24.0,7.165121,29.892328,89.715034,42.99499,0.15517241,0.36,2.28,0.541,1,0,0,0,1,0,1
34.0,59.0,23.0,6.9358044,28.562122,83.24856,56.48265,0.56666666,1.4166666,2.4583333,0.571,0,0,0,0,0,0,0
31.0,51.0,25.0,7.196774,27.535929,85.57019,53.018993,0.59615386,1.1923077,1.9615384,0.57,1,0,0,0,1,0,0
0.0,49.0,18.0,6.9900956,29.683617,87.93598,41.8249,0.0,0.0,2.5789473,0.523,0,0,0,0,0,0,1
21.0,39.0,20.0,7.064782,28.144485,82.11931,46.7569,0.525,1.0,1.8571428,0.545,1,0,0,0,1,0,1
28.0,35.0,22.0,7.1565633,29.530376,86.73346,59.872322,0.7777778,1.2173913,1.5217391,0.531,1,0,0,0,1,0,0
17.0,52.0,17.0,6.3649673,27.88353,86.45148,44.64407,0.3207547,0.9444444,2.8888888,0.542,0,0,0,0,0,0,1
24.0,42.0,23.0,6.4280543,28.224712,82.35916,44.012066,0.55813956,1.0,1.75,0.559,0,0,0,0,0,0,1
28.0,46.0,16.0,6.664188,29.008123,84.96089,45.910114,0.59574467,1.6470588,2.7058823,0.555,0,0,0,0,0,0,1
21.0,38.0,21.0,6.6376777,29.755388,86.451935,37.54603,0.53846157,0.95454544,1.7272727,0.54,0,0,0,0,0,0,1
34.0,60.0,25.0,6.7938557,29.784168,85.16907,40.77873,0.55737704,1.3076923,2.3076923,0.574,0,0,0,0,0,0,1
19.0,53.0,22.0,6.852885,27.864014,80.45132,42.83054,0.35185185,0.82608694,2.3043478,0.551,0,0,0,0,0,0,1
31.0,58.0,15.0,7.121571,27.110266,84.96772,51.526173,0.5254237,1.9375,3.625,0.558,1,0,0,0,1,0,0
19.0,35.0,24.0,6.883308,27.110304,83.64274,49.119644,0.5277778,0.76,1.4,0.523,0,0,0,0,0,0,1
24.0,53.0,17.0,6.4212713,28.954512,89.07866,57.65901,0.44444445,1.3333334,2.9444444,0.551,0,0,0,0,0,0,0
13.0,47.0,20.0,6.5445023,29.2178,87.93724,43.138664,0.27083334,0.61904764,2.2380953,0.541,0,0,0,0,0,0,1
31.0,53.0,16.0,6.4520063,28.74201,85.81676,48.545986,0.5740741,1.8235294,3.1176472,0.559,0,0,0,0,0,0,1
28.0,45.0,23.0,6.4892592,29.650211,80.29868,56.762783,0.6086956,1.1666666,1.875,0.564,0,0,0,0,0,0,0
31.0,37.0,21.0,6.713411,27.23925,86.40424,37.31237,0.81578946,1.4090909,1.6818181,0.546,0,0,0,0,0,0,1
33.0,60.0,15.0,6.510841,28.951723,81.67085,56.511032,0.5409836,2.0625,3.75,0.56,0,0,0,0,0,0,0
34.0,45.0,21.0,6.28738,28.188372,82.60629,37.011105,0.73913044,1.5454545,2.0454545,0.569,0,0,0,0,0,0,1
13.0,57.0,25.0,6.8630857,28.300415,86.20682,50.47334,0.22413793,0.5,2.1923077,0.548,0,0,0,0,0,0,0
33.0,57.0,17.0,6.7841525,27.89636,88.71782,57.798634,0.5689655,1.8333334,3.1666667,0.562,0,0,0,0,0,0,0
32.0,57.0,22.0,6.769416,28.689985,87.50437,44.565983,0.55172414,1.3913044,2.4782608,0.568,0,0,0,0,0,0,1
23.0,59.0,25.0,6.3207684,27.826262,88.731,56.68834,0.38333333,0.88461536,2.2692308,0.56,0,0,0,0,0,0,0
35.0,41.0,18.0,6.7050085,28.705627,81.59201,59.870655,0.8333333,1.8421053,2.1578948,0.566,0,0,0,0,0,0,0
6.0,48.0,24.0,6.790736,28.636282,84.61431,48.483192,0.12244898,0.24,1.92,0.538,0,0,0,0,0,0,1
29.0,36.0,25.0,7.1302786,28.285116,88.4394,48.566902,0.7837838,1.1153846,1.3846154,0.542,1,0,0,0,1,0,1
4.0,36.0,22.0,7.0127406,27.608873,86.13316,43.80041,0.10810811,0.17391305,1.5652174,0.508,1,0,0,0,1,0,1
10.0,59.0,22.0,7.155685,28.60901,86.99496,36.94617,0.16666667,0.4347826,2.5652175,0.54,1,0,0,0,1,0,1
14.0,48.0,21.0,6.9912424,29.245989,84.80084,53.43229,0.2857143,0.6363636,2.1818182,0.544,0,0,0,0,0,0,0
8.0,50.0,21.0,6.218924,28.629112,89.11481,50.499134,0.15686275,0.36363637,2.2727273,0.536,0,0,0,0,0,0,0
20.0,40.0,15.0,7.1994953,29.573296,88.07506,45.04467,0.4878049,1.25,2.5,0.544,1,0,0,0,1,0,1
36.0,43.0,22.0,6.389882,27.826843,87.166794,58.372498,0.8181818,1.5652174,1.8695652,0.572,0,0,0,0,0,0,0
14.0,57.0,15.0,6.6234384,29.875702,83.147964,40.12044,0.2413793,0.875,3.5625,0.536,0,0,0,0,0,0,1
11.0,60.0,23.0,7.033013,27.336843,88.50229,51.098026,0.18032786,0.45833334,2.5,0.542,1,0,0,0,1,0,0
10.0,59.0,15.0,6.3240047,29.830404,89.30428,58.86687,0.16666667,0.625,3.6875,0.531,0,0,0,0,0,0,0
7.0,60.0,25.0,6.397637,28.275316,82.76021,56.049953,0.114754096,0.26923078,2.3076923,0.54,0,0,0,0,0,0,0
2.0,47.0,15.0,6.401456,29.8686,85.99128,58.41394,0.041666668,0.125,2.9375,0.521,0,0,0,0,0,0,0
20.0,45.0,22.0,6.904587,29.588816,89.99397,54.961212,0.4347826,0.8695652,1.9565217,0.552,0,0,0,0,0,0,0
2.0,39.0,15.0,6.478557,28.072195,82.911644,49.618652,0.05,0.125,2.4375,0.515,0,0,0,0,0,0,1
27.0,40.0,24.0,7.063022,27.840265,89.996155,52.84626,0.6585366,1.08,1.6,0.564,1,0,0,0,1,0,0
35.0,48.0,15.0,6.9817586,27.108181,87.45126,55.03724,0.71428573,2.1875,3.0,0.562,0,0,0,0,0,0,0
4.0,59.0,25.0,6.227134,27.685152,81.94269,54.622433,0.06666667,0.15384616,2.2692308,0.536,0,0,0,0,0,0,0
1.0,48.0,24.0,6.232837,29.345947,85.60473,59.0363,0.020408163,0.04,1.92,0.531,0,0,0,0,0,0,0
36.0,43.0,21.0,7.140438,28.363194,84.85936,52.93031,0.8181818,1.6363636,1.9545455,0.571,1,0,0,0,1,0,0
11.0,46.0,24.0,6.459252,27.652802,89.8065,56.52558,0.23404256,0.44,1.84,0.544,0,0,0,0,0,0,0
34.0,47.0,19.0,6.568795,27.313728,85.44815,53.152233,0.7083333,1.7,2.35,0.566,0,0,0,0,0,0,0
21.0,44.0,18.0,7.128511,27.0691,86.89934,50.46746,0.46666667,1.1052631,2.3157895,0.549,1,0,0,0,1,0,0
17.0,58.0,20.0,6.429379,28.06643,85.91625,39.23831,0.2881356,0.8095238,2.7619047,0.546,0,0,0,0,0,0,1
25.0,40.0,21.0,6.248901,27.733292,81.13903,44.175808,0.6097561,1.1363636,1.8181819,0.558,0,0,0,0,0,0,1
2.0,38.0,18.0,6.6198916,27.53633,89.929085,45.48592,0.051282052,0.10526316,2.0,0.512,0,0,0,0,0,0,1
9.0,48.0,20.0,6.3775687,29.664616,84.281876,56.09542,0.18367347,0.42857143,2.2857144,0.536,0,0,0,0,0,0,0
37.0,49.0,25.0,6.4154596,29.914545,85.85384,41.390816,0.74,1.4230769,1.8846154,0.578,0,0,0,0,0,0,1
36.0,38.0,15.0,6.320662,28.363638,87.59811,57.995243,0.9230769,2.25,2.375,0.551,0,0,0,0,0,0,0
40.0,58.0,15.0,6.9784,29.46416,87.6089,43.154114,0.6779661,2.5,3.625,0.569,0,0,0,0,0,0,1
30.0,44.0,16.0,6.4423356,29.730131,82.89166,50.91511,0.6666667,1.7647059,2.5882354,0.558,0,0,0,0,0,0,0
1.0,59.0,23.0,7.1843987,27.46853,87.17649,43.78421,0.016666668,0.041666668,2.4583333,0.53,1,0,0,0,1,0,1
9.0,48.0,22.0,6.4029264,27.770763,87.09979,49.508125,0.18367347,0.39130434,2.0869565,0.539,0,0,0,0,0,0,1
14.0,41.0,17.0,7.0859823,29.129395,88.48312,36.450127,0.33333334,0.7777778,2.2777777,0.539,1,0,0,0,1,0,1
35.0,52.0,19.0,6.698574,27.106068,89.895935,37.456806,0.6603774,1.75,2.6,0.568,0,0,0,0,0,0,1
31.0,48.0,17.0,6.5947394,28.880789,86.94207,53.797325,0.63265306,1.7222222,2.6666667,0.56,0,0,0,0,0,0,0
4.0,41.0,20.0,6.6479654,28.14721,83.80015,37.448006,0.0952381,0.1904762,1.9523809,0.53,0,0,0,0,0,0,1
30.0,37.0,25.0,7.1200323,29.89129,80.144875,54.796013,0.7894737,1.1538461,1.4230769,0.55,1,0,0,0,1,0,0
9.0,35.0,20.0,6.9138093,27.415035,80.98005,40.53173,0.25,0.42857143,1.6666666,0.505,0,0,0,0,0,0,1
20.0,41.0,20.0,7.073048,29.273087,89.4875,50.924656,0.47619048,0.95238096,1.9523809,0.55,1,0,0,0,1,0,0
37.0,50.0,23.0,6.530471,29.65297,88.48587,56.01913,0.7254902,1.5416666,2.0833333,0.575,0,0,0,0,0,0,0
34.0,35.0,21.0,6.6843815,28.44525,82.6764,58.18713,0.9444444,1.5454545,1.5909091,0.538,0,0,0,0,0,0,0
14.0,37.0,15.0,6.5813513,27.962357,83.97587,48.936695,0.36842105,0.875,2.3125,0.518,0,0,0,0,0,0,1
23.0,39.0,22.0,6.864839,29.256493,81.97952,42.024834,0.575,1.0,1.6956521,0.55,0,0,0,0,0,0,1
5.0,45.0,21.0,6.4871244,28.362913,88.009895,43.0513,0.10869565,0.22727273,2.0454545,0.532,0,0,0,0,0,0,1
22.0,37.0,20.0,6.605733,27.627495,86.49367,39.261375,0.57894737,1.0476191,1.7619047,0.534,0,0,0,0,0,0,1
40.0,51.0,17.0,6.860603,28.660864,86.12195,50.015343,0.7692308,2.2222223,2.8333333,0.571,0,0,0,0,0,0,0
27.0,56.0,20.0,6.418743,29.211422,87.114975,51.538483,0.47368422,1.2857143,2.6666667,0.559,0,0,0,0,0,0,0
31.0,40.0,22.0,6.365514,29.408894,86.16064,53.35487,0.75609756,1.3478261,1.7391304,0.566,0,0,0,0,0,0,0
38.0,36.0,21.0,6.556373,28.029526,84.884575,36.12043,1.027027,1.7272727,1.6363636,0.549,0,0,0,0,0,0,1
6.0,37.0,17.0,6.760694,28.086573,80.35006,38.144768,0.15789473,0.33333334,2.0555556,0.51,0,0,0,0,0,0,1
6.0,47.0,18.0,6.7152767,29.161747,80.28038,40.16546,0.125,0.31578946,2.4736843,0.53,0,0,0,0,0,0,1
24.0,44.0,17.0,6.6663804,29.859692,80.034996,50.664875,0.53333336,1.3333334,2.4444444,0.551,0,0,0,0,0,0,0
25.0,59.0,19.0,6.62663,29.066315,83.68692,43.951836,0.41666666,1.25,2.95,0.555,0,0,0,0,0,0,1
32.0,56.0,21.0,6.7027726,27.38539,88.66664,58.29933,0.5614035,1.4545455,2.5454545,0.566,0,0,0,0,0,0,0
8.0,45.0,18.0,7.0110307,27.93035,85.420586,43.250957,0.17391305,0.42105263,2.368421,0.532,1,0,0,0,1,0,1
19.0,39.0,17.0,6.8901563,29.28086,81.80093,44.474274,0.475,1.0555556,2.1666667,0.539,0,0,0,0,0,0,1
39.0,37.0,15.0,6.821747,28.997314,83.789116,59.844994,1.0263158,2.4375,2.3125,0.549,0,0,0,0,0,0,0
33.0,37.0,19.0,7.18319,27.926786,86.55432,43.48262,0.8684211,1.65,1.85,0.546,1,0,0,0,1,0,1
26.0,54.0,17.0,6.2725883,28.547413,88.95705,49.489723,0.47272727,1.4444444,3.0,0.554,0,0,0,0,0,0,1
21.0,51.0,15.0,6.6791277,29.364883,89.1887,48.301594,0.40384614,1.3125,3.1875,0.545,0,0,0,0,0,0,1
22.0,54.0,20.0,6.689825,28.561499,83.63802,41.01313,0.4,1.0476191,2.5714285,0.552,0,0,0,0,0,0,1
29.0,45.0,16.0,6.583382,28.436834,87.91333,43.120632,0.6304348,1.7058823,2.6470587,0.556,0,0,0,0,0,0,1
4.0,40.0,21.0,6.725551,28.797281,80.45744,44.300705,0.09756097,0.18181819,1.8181819,0.531,0,0,0,0,0,0,1
10.0,37.0,22.0,7.069748,28.727528,89.1276,58.529743,0.2631579,0.4347826,1.6086956,0.521,1,0,0,0,1,0,0
4.0,44.0,19.0,6.9219937,27.956396,83.52706,43.257267,0.08888889,0.2,2.2,0.529,0,0,0,0,0,0,1
20.0,45.0,17.0,6.770955,28.174587,83.696594,37.246464,0.4347826,1.1111112,2.5,0.546,0,0,0,0,0,0,1
23.0,45.0,23.0,6.9831305,28.776535,86.69134,56.12443,0.5,0.9583333,1.875,0.558,0,0,0,0,0,0,0
25.0,48.0,21.0,6.2676845,28.438097,83.489914,52.5547,0.5102041,1.1363636,2.1818182,0.558,0,0,0,0,0,0,0
56.0,79.0,15.0,7.454532,29.4844,63.199154,71.89091,0.7,3.5,4.9375,0.589,1,0,0,0,1,0,0
25.0,62.0,21.0,7.040056,26.734339,68.14,67.15096,0.3968254,1.1363636,2.8181818,0.558,1,0,0,0,1,0,0
42.0,61.0,22.0,7.4186506,26.272743,62.288147,70.23208,0.67741936,1.826087,2.652174,0.58,1,0,0,0,1,0,0
42.0,73.0,25.0,6.501869,34.036793,67.211136,73.23573,0.5675676,1.6153846,2.8076923,0.584,0,0,0,0,0,0,0
44.0,58.0,18.0,6.814411,28.03644,65.06602,72.49508,0.7457627,2.3157895,3.0526316,0.578,0,0,0,0,0,0,0
50.0,55.0,16.0,7.581443,28.814608,65.33538,62.262424,0.89285713,2.9411764,3.235294,0.513,1,0,0,0,1,0,0
35.0,72.0,21.0,7.741419,34.036194,64.28791,66.85511,0.47945204,1.5909091,3.2727273,0.487,1,0,0,0,1,0,0
30.0,64.0,20.0,6.5735316,33.864292,61.570724,68.021996,0.46153846,1.4285715,3.047619,0.562,0,0,0,0,0,0,0
27.0,64.0,21.0,7.543804,32.84213,68.68401,73.67166,0.41538462,1.2272727,2.909091,0.494,1,0,0,0,1,0,0
50.0,74.0,17.0,6.5408206,27.100533,63.360855,73.849495,0.6666667,2.7777777,4.111111,0.584,0,0,0,0,0,0,0
39.0,73.0,24.0,7.224059,25.658424,61.182358,69.28608,0.527027,1.56,2.92,0.579,1,0,0,0,1,0,0
57.0,67.0,25.0,7.5513644,32.34744,66.614525,64.55882,0.8382353,2.1923077,2.5769231,0.536,1,0,0,0,1,0,0
52.0,63.0,19.0,6.928899,29.58949,68.32177,67.53021,0.8125,2.6,3.15,0.589,0,0,0,0,0,0,0
55.0,66.0,22.0,7.747775,30.912195,68.79427,66.638306,0.8208955,2.3913043,2.8695652,0.513,1,0,0,0,1,0,0
51.0,56.0,18.0,6.706506,28.127878,64.20978,70.86341,0.8947368,2.6842105,2.9473684,0.586,0,0,0,0,0,0,0
36.0,66.0,15.0,6.6682386,30.085453,69.34812,67.13674,0.53731346,2.25,4.125,0.564,0,0,0,0,0,0,0
59.0,55.0,19.0,7.332375,31.743795,62.51008,68.97098,1.0535715,2.95,2.75,0.597,1,0,0,0,1,0,0
50.0,58.0,23.0,7.596802,27.813269,62.504604,69.755554,0.84745765,2.0833333,2.4166667,0.521,1,0,0,0,1,0,0
30.0,65.0,25.0,7.706509,32.887337,64.594574,71.50569,0.45454547,1.1538461,2.5,0.489,1,0,0,0,1,0,0
20.0,62.0,18.0,7.366543,29.363586,64.98743,61.912086,0.31746033,1.0526316,3.2631578,0.548,1,0,0,0,1,0,0
58.0,71.0,15.0,6.919244,27.825928,67.58619,74.0123,0.8055556,3.625,4.4375,0.591,0,0,0,0,0,0,0
